"Mean_A","Mean_B","Radius_A","Radius_B","overlap","r","r_wuchs","t","t_wuchs","SGC","SSGC","p","p_GLK","sum_sims"
"C5A_Q1","WOS7_Q2","M","M",220,0.53519215,0.55435589,9.37591571,9.83439394,0.70776256,0.02739726,8e-10,NA,2.245557844
"C5A_Q1","ZWS6_Q2","C","M",284,0.33668371,0.51483766,6.01506967,10.0848229,0.64310954,0.08127208,1.4724e-06,NA,2.16642949
"CAO_Q1","RAT_Q1","C","M",160,0.32763847,0.58012683,4.3727245,8.95254397,0.67295597,0.03773585,1.29006e-05,NA,2.148337197
"CAO_Q1","ZLF_Q1","C","C",243,0.42987188,0.56087022,7.40648128,10.51698038,0.71900826,0.0661157,0,NA,2.331576518
"COS_Q1","DIK_Q1","M","C",72,0.46512056,0.52308543,4.4272095,5.13498542,0.71830986,0,0.000234129,NA,1.754893832
"CUY_Q1","1AH_Q1","C","C",83,0.57722358,0.65532797,6.40101701,7.80829422,0.7195122,0.06097561,7.02212e-05,NA,2.155669592
"CUY_Q1","GENP_Q1","C","M",140,0.35271131,0.55680856,4.44401195,7.87466627,0.68345324,0.03597122,1.52004e-05,NA,2.027728427
"CUY_Q1","STF_Q1","M","C",102,0.32310623,0.57884208,3.43121869,7.09852741,0.71287129,0.04950495,1.88022e-05,NA,2.001566111
"D2A_Q1","F1B_Q1","C","M",57,0.07686322,0.50242001,0.57689837,4.30944297,0.75,0,0.0001828106,NA,1.683364307
"D2A_Q1","OSND_Q1","M","C",117,0.30993147,0.54841072,3.51094695,7.03298929,0.68103448,0.03448276,9.63509e-05,NA,1.932744129
"DAAH_Q1","BHC_Q1","C","C",160,0.55593838,0.5876796,8.43349125,9.12999025,0.66666667,0.06918239,2.63199e-05,NA,2.167345295
"DAAH_Q1","FLOR_Q2","M","M",77,0.3564841,0.50196173,3.32628886,5.02620784,0.72368421,0.03947368,9.61659e-05,NA,1.728266724
"DAAH_Q1","POM4_Q1","M","C",50,0.406666,0.60268753,3.11595223,5.23265734,0.7755102,0.02040816,0.0001147201,NA,1.901463464
"DAMP_Q1","NOVY_Q1","C","M",207,0.41901449,0.56337056,6.62348536,9.76300714,0.66990291,0.02912621,1.0764e-06,NA,2.209574184
"DAMP_Q1","SILL_Q2","M","M",188,0.53953394,0.58199706,8.76286503,9.76078515,0.72727273,0.02673797,5e-10,NA,2.285348305
"DAMP_Q1","VEND_Q1","M","C",220,0.35641228,0.5355654,5.64514342,9.36363154,0.71689498,0.0456621,1e-10,NA,2.188823534
"DEU_Q1","DMN4_Q1","M","M",58,0.4172962,0.59449182,3.46679073,5.53259575,0.75438596,0.03508772,0.0001224623,NA,1.902137355
"DEU_Q1","EMP_Q1","C","C",101,0.5035844,0.54965812,5.82888729,6.54668031,0.7,0.09,6.33425e-05,NA,1.904326151
"DEU_Q1","NEW_Q1","M","C",181,0.45332434,0.57428363,6.8233736,9.38536753,0.7,0.05555556,8.03e-08,NA,2.212820383
"DEU_Q1","OSND_Q1","M","M",59,0.32337483,0.65931398,2.60258367,6.62046159,0.70689655,0.01724138,0.0016251517,NA,2.028256689
"DEU_Q1","SWP_Q1","M","C",113,0.53250039,0.60124109,6.65791146,7.92732337,0.6875,0.04464286,7.22879e-05,NA,2.081473427
"DIF_Q1","ABC_Q1","C","C",333,0.5967543,0.6293887,13.55066723,14.7353773,0.72891566,0.06626506,0,NA,2.83184209
"DIF_Q1","VEL_Q1","C","C",109,0.52033956,0.55686749,6.33229981,6.93507441,0.69444444,0.08333333,5.31213e-05,NA,1.944819371
"DIF_Q1","WEF_Q1","M","M",255,0.3937758,0.62625304,6.82735982,12.77695055,0.68897638,0.03543307,1.7e-09,NA,2.592924475
"DIK_Q1","1AH_Q1","C","M",113,0.22565872,0.52422325,2.45137726,6.48562561,0.6875,0.00892857,7.22879e-05,NA,1.860285811
"DIK_Q1","COS_Q1","C","M",72,0.46512056,0.52308543,4.4272095,5.13498542,0.71830986,0,0.000234129,NA,1.754893832
"DIK_Q1","WHN_Q1","C","M",122,0.41623601,0.51919335,5.03553792,6.65469247,0.68595041,0.01652893,4.29686e-05,NA,1.870613007
"DMN1_Q1","189_Q1","C","C",154,0.47101891,0.50133182,6.60472682,7.14336587,0.66666667,0.07189542,3.73798e-05,NA,1.882335077
"DMN1_Q1","388_Q1","C","C",121,0.59408781,0.58265465,8.09038329,7.8206677,0.69166667,0.04166667,2.67852e-05,NA,2.05638809
"DMN1_Q1","BAR_Q1","C","M",142,0.33210488,0.51912736,4.18082005,7.1866387,0.68794326,0.02836879,8.0667e-06,NA,1.92573449
"DMN1_Q1","MEK_Q1","C","M",186,0.2646924,0.54730705,3.73336414,8.87053542,0.72432432,0.03243243,1e-09,NA,2.158684912
"DMN1_Q1","NEW_Q1","C","C",208,0.50151049,0.56690079,8.34013335,9.87702676,0.66666667,0.07246377,1.62e-06,NA,2.221270136
"DMN1_Q1","NOVY_Q2","C","M",85,0.34445933,0.57747025,3.36282242,6.44405785,0.70238095,0.03571429,0.0002075016,NA,1.924256985
"DMN1_Q1","OSND_Q1","C","C",158,0.55063113,0.56093491,8.26522824,8.46287482,0.67515924,0.06369427,1.13623e-05,NA,2.082381632
"DMN1_Q1","POM4_Q1","C","M",95,0.30055591,0.63293165,3.05526001,7.88389466,0.72340426,0.04255319,1.47782e-05,NA,2.144725376
"DMN1_Q1","VFH_Q3","C","C",185,0.51780912,0.57990116,8.21032853,9.62916918,0.66847826,0.07065217,4.861e-06,NA,2.211296338
"DMN1_Q2","388_Q1","M","M",106,0.04330067,0.5517005,0.44411642,6.74577692,0.6952381,0,6.30246e-05,NA,1.921516292
"DMN1_Q3","068_Q1","M","C",216,0.37430652,0.65671964,5.91866835,12.73907531,0.66046512,0.07906977,2.5292e-06,NA,2.591092291
"DMN1_Q3","068_Q2","C","M",214,0.15408246,0.52022426,2.27593871,8.86922263,0.65258216,0.04225352,8.4393e-06,NA,2.059728683
"DMN1_Q3","195_Q1","M","M",126,0.29719906,0.55105071,3.48002972,7.35344359,0.696,0.064,1.17221e-05,NA,1.982395069
"DMN1_Q3","1DH_Q1","C","C",176,0.47253819,0.54918793,7.09295406,8.66853666,0.68,0.06285714,1.9135e-06,NA,2.096041596
"DMN1_Q3","C4A_Q1","M","C",216,0.28411323,0.51230188,4.34497079,8.72645894,0.64651163,0.07906977,1.73466e-05,NA,2.031459404
"DMN1_Q3","ELT_Q1","C","C",144,0.5493412,0.56607874,7.86163226,8.18292837,0.66433566,0.09090909,8.48267e-05,NA,2.048707237
"DMN1_Q3","HOL_KBMB","C","H",216,0.42193594,0.58114223,6.82398016,10.44649406,0.69767442,0.0372093,6.8e-09,NA,2.323466056
"DMN1_Q3","HOL_KORH","C","H",85,0.3648641,0.56489182,3.59163948,6.23682485,0.70238095,0.04761905,0.0002075016,NA,1.890955255
"DMN1_Q3","HOL_LKBB","C","H",162,0.35813468,0.53569279,4.86705148,8.02455401,0.68944099,0.04347826,1.5285e-06,NA,2.027589181
"DMN1_Q3","HOL_LKSB","C","H",193,0.38265189,0.50347483,5.73895726,8.05333435,0.66666667,0.04166667,3.8596e-06,NA,1.975474935
"DMN1_Q3","HOL_MRBR","M","H",127,0.23032741,0.63947496,2.65685302,9.29947505,0.67460317,0.07142857,8.86109e-05,NA,2.244025635
"DMN1_Q3","HOL_TRRB","M","H",55,0.68680861,0.8407958,6.94376162,11.30702612,0.75925926,0.01851852,0.0001387885,NA,2.730757672
"DMN1_Q3","HOL_TRRS","C","H",216,0.35335798,0.53714788,5.53854675,9.31583514,0.68837209,0.02790698,3.31e-08,NA,2.157103484
"DMN1_Q3","HORB3_Q1","C","C",216,0.49833051,0.53202584,8.42799069,9.19169564,0.66976744,0.0744186,6.406e-07,NA,2.120962844
"DMN1_Q3","VFH_Q2","C","C",216,0.66113343,0.67505554,12.92086901,13.38527265,0.73023256,0.04651163,0,NA,2.743815365
"DMN4_Q1","BHC_Q1","M","C",183,0.32554808,0.54603991,4.64491302,8.76888722,0.64835165,0.03846154,6.26114e-05,NA,2.071280282
"DMN4_Q1","DEU_Q1","M","M",58,0.4172962,0.59449182,3.46679073,5.53259575,0.75438596,0.03508772,0.0001224623,NA,1.902137355
"ELS_Q1","NWH_Q1","C","C",167,0.53441268,0.63425196,8.14627637,10.53788075,0.69277108,0.08433735,6.787e-07,NA,2.380811115
"ELS_Q1","VEL_Q2","C","C",109,0.59084634,0.51131627,7.61077858,6.15445892,0.69444444,0.02777778,5.31213e-05,NA,1.821206602
"ELT_Q1","068_Q1","M","M",144,0.80095974,0.76111487,15.99765194,13.98318096,0.74125874,0.05594406,7.9e-09,NA,2.900691706
"ELT_Q1","068_Q2","M","M",144,0.4318692,0.71577579,5.72590866,12.21406925,0.69230769,0.05594406,4.2385e-06,NA,2.629490405
"ELT_Q1","BECRAA","C","B",105,0.32969334,0.6150548,3.56134729,7.91661154,0.71153846,0.08653846,1.59925e-05,NA,2.118254414
"ELT_Q1","C4A_Q1","C","C",144,0.56641138,0.59977929,8.21879468,8.93214615,0.66433566,0.06293706,8.48267e-05,NA,2.157329565
"ELT_Q1","DMN1_Q3","C","C",144,0.5493412,0.56607874,7.86163226,8.18292837,0.66433566,0.09090909,8.48267e-05,NA,2.048707237
"ELT_Q1","HOL_KBMB","C","H",144,0.57837921,0.65341022,8.47840217,10.28565387,0.72727273,0.06293706,5.46e-08,NA,2.409248337
"ELT_Q1","HORB3_Q1","M","C",144,0.33423872,0.53354366,4.24080928,7.51727712,0.67132867,0.04895105,4.17481e-05,NA,1.956600042
"ELT_Q1","VFH_Q2","C","C",144,0.59484038,0.63409316,8.84905247,9.77177747,0.68531469,0.09090909,9.3327e-06,NA,2.296585597
"EMP_Q1","BHC_Q1","C","C",197,0.49295975,0.52925782,7.93221037,8.71069241,0.66836735,0.07653061,2.4256e-06,NA,2.068694411
"EMP_Q1","DEU_Q1","C","C",101,0.5035844,0.54965812,5.82888729,6.54668031,0.7,0.09,6.33425e-05,NA,1.904326151
"EMP_Q1","F1B_Q1","M","C",115,0.46950124,0.55461443,5.67756348,7.08518126,0.72807018,0.02631579,1.1146e-06,NA,1.991202736
"EMP_Q1","FLEVO_Q1","M","C",63,0.5375079,0.55481119,5.01903072,5.20833823,0.70967742,0.0483871,0.0009599694,NA,1.785322433
"EMP_Q1","HER_Q1","M","C",50,0.12138754,0.51152774,0.85604309,4.12440964,0.7755102,0.02040816,0.0001147201,NA,1.699478904
"EMP_Q1","MAV_Q1","C","C",84,0.45777102,0.6166996,4.69084761,7.09408342,0.72289157,0.03614458,4.88049e-05,NA,2.048999512
"EMP_Q1","NEW_Q1","C","C",197,0.57675078,0.58790576,9.88408822,10.14879271,0.65306122,0.09183673,1.82153e-05,NA,2.255846251
"EMP_Q1","OSND_Q1","C","M",155,0.34855683,0.62377271,4.61488695,9.87152651,0.71428571,0.06493506,1.047e-07,NA,2.325211071
"EMP_Q1","VNW_Q1","C","C",190,0.41511112,0.51042137,6.2728271,8.13855854,0.65079365,0.08465608,3.38127e-05,NA,1.975070874
"F1B_Q1","BHC_Q1","M","C",115,0.27912742,0.58328904,3.10362168,7.63353094,0.69298246,0.03508772,3.77268e-05,NA,2.039624594
"F1B_Q1","D2A_Q1","M","C",57,0.07686322,0.50242001,0.57689837,4.30944297,0.75,0,0.0001828106,NA,1.683364307
"F1B_Q1","EMP_Q1","C","M",115,0.46950124,0.55461443,5.67756348,7.08518126,0.72807018,0.02631579,1.1146e-06,NA,1.991202736
"F1B_Q1","SWP_Q1","M","M",50,0.68173785,0.60152944,6.52294633,5.21689297,0.7755102,0.02040816,0.0001147201,NA,1.898728937
"FLEV1_Q1","195_Q1","C","M",80,0.46761493,0.56527424,4.70200326,6.05206502,0.73417722,0.03797468,3.14334e-05,NA,1.904657962
"FLEV1_Q1","BOUX_Q1","C","C",80,0.48224627,0.52373825,4.89283555,5.4297965,0.70886076,0.05063291,0.0002049869,NA,1.77557866
"FLEV1_Q1","C4A_Q1","C","C",68,0.61543728,0.7519163,6.39134939,9.26585864,0.76119403,0.02985075,1.90341e-05,NA,2.439696194
"FLEV1_Q1","HOL_MBUF","C","H",63,0.44438548,0.84765636,3.90595603,12.47848853,0.83870968,0.03225806,9.61e-08,NA,2.934214893
"FLEV1_Q1","HOL_PALZ","C","H",80,0.43160258,0.82987598,4.25265636,13.13611242,0.75949367,0.03797468,3.9717e-06,NA,2.902980892
"FLEV1_Q1","OFBG_Q1","C","M",55,0.20026534,0.52927659,1.50207313,4.54145166,0.75925926,0.01851852,0.0001387885,NA,1.742681016
"FLEV1_Q1","OSH_Q1","C","C",80,0.41936356,0.57573332,4.10587064,6.21881794,0.73417722,0.02531646,3.14334e-05,NA,1.931792334
"FLEV1_Q1","SILL_Q2","C","M",80,0.58280378,0.71194598,6.37458892,8.95390228,0.72151899,0.02531646,8.22295e-05,NA,2.328855198
"FLEV1_Q1","TROY_Q1","C","M",80,0.52999216,0.73787483,5.55502274,9.65531382,0.70886076,0.05063291,0.0002049869,NA,2.412266972
"FLEV1_Q1","VFH_Q2","C","M",80,0.2336062,0.68525077,2.13542166,8.30964028,0.70886076,0.02531646,0.0002049869,NA,2.225075558
"FLEV1_Q1","VIGO_Q1","C","C",61,0.72394278,0.77454568,8.12865863,9.4058958,0.8,0.05,3.3585e-06,NA,2.51513526
"FLEV1_Q2","ILLA_Q1","C","C",150,0.63311285,0.59890601,9.98389292,9.09818963,0.73825503,0.0738255,6e-09,NA,2.246980003
"FLEV1_Q2","SILL_Q2","C","M",191,0.49692129,0.5034479,7.89308807,8.01048538,0.67368421,0.05263158,1.6833e-06,NA,1.978180648
"FLEV1_Q2","VIGN_Q1","M","C",63,0.37588378,0.5341267,3.19393317,4.93451734,0.75806452,0.03225806,4.8238e-05,NA,1.785642954
"FLEVO_Q1","EMP_Q1","C","M",63,0.5375079,0.55481119,5.01903072,5.20833823,0.70967742,0.0483871,0.0009599694,NA,1.785322433
"FLOR_Q1","IALP_Q1","C","M",133,0.35202173,0.50033837,4.32100112,6.61404041,0.73484848,0.04545455,6.8e-08,NA,1.896590891
"FLOR_Q1","NOVY_Q1","C","C",133,0.43614811,0.50969987,5.56850767,6.78068943,0.68181818,0.03787879,2.9426e-05,NA,1.869586993
"FLOR_Q2","1TN_Q1","M","C",143,0.24468986,0.50284297,3.00723183,6.90777749,0.68309859,0.02816901,1.27856e-05,NA,1.876719309
"FLOR_Q2","DAAH_Q1","M","M",77,0.3564841,0.50196173,3.32628886,5.02620784,0.72368421,0.03947368,9.61659e-05,NA,1.728266724
"FLOR_Q2","HOL_MBUF","M","H",102,0.47382468,0.62145415,5.40742135,7.93227036,0.72277228,0.02970297,7.5463e-06,NA,2.137453466
"FLOR_Q2","HOL_PALZ","C","H",163,0.39855463,0.53342839,5.53104966,8.00199289,0.66049383,0.03703704,4.39809e-05,NA,1.994121509
"FLOR_Q2","HOL_TRPB","C","H",68,0.34620901,0.54671348,3.02064759,5.30445061,0.73134328,0.01492537,0.0001523221,NA,1.808501821
"FLOR_Q2","HOL_TRRB","M","H",131,-0.19691975,0.55790315,-2.29007102,7.63527587,0.68461538,0.04615385,2.55508e-05,NA,2.006046117
"FLOR_Q2","SILL_Q2","C","C",163,0.50257034,0.51400035,7.39896743,7.60318196,0.65432099,0.0617284,8.55232e-05,NA,1.928639536
"FLOR_Q2","VALK_Q2","C","C",113,0.43714049,0.52159548,5.1437568,6.44092236,0.69642857,0.05357143,3.21596e-05,NA,1.862116286
"FLOR_Q2","VIGO_Q1","C","M",61,0.21627806,0.55282942,1.71589476,5.09587384,0.75,0.03333333,0.0001075112,NA,1.812416804
"GENP_Q1","1AH_Q1","C","C",80,0.54583729,0.61233354,5.79014069,6.84035735,0.74683544,0.03797468,1.1448e-05,NA,2.043204715
"GENP_Q1","CUY_Q1","M","C",140,0.35271131,0.55680856,4.44401195,7.87466627,0.68345324,0.03597122,1.52004e-05,NA,2.027728427
"GMW_Q1","HOL_AAHO","C","H",142,0.23862761,0.5413931,2.91783887,7.61903101,0.66666667,0.02836879,7.55439e-05,NA,1.969962871
"GWP_Q1","ZWS4_Q1","C","C",206,0.50507835,0.52332861,8.37891725,8.77168887,0.65365854,0.07317073,1.08196e-05,NA,2.054156037
"HBW_Q1","LMH_Q2","M","C",53,0.29478421,0.54742406,2.22457049,4.6715238,0.71153846,0,0.0022819373,NA,1.7261149
"HER_Q1","EMP_Q1","C","M",50,0.12138754,0.51152774,0.85604309,4.12440964,0.7755102,0.02040816,0.0001147201,NA,1.699478904
"HKL_Q1","ZWS6_Q1","M","M",121,0.06396213,0.5221703,0.70210769,6.67909252,0.69166667,0.03333333,2.67852e-05,NA,1.881746222
"HOK_Q1","1TN_Q1","C","C",177,0.58571378,0.59342113,9.5869207,9.75313744,0.64772727,0.0625,8.86786e-05,NA,2.216462144
"HOK_Q1","585_Q1","C","C",148,0.54697493,0.51545107,7.92179007,7.26815347,0.68707483,0.05442177,5.7243e-06,NA,1.929341247
"HOK_Q1","NEW_Q1","M","M",169,0.39554804,0.56631466,5.58213815,8.87951328,0.69047619,0.02380952,7.905e-07,NA,2.144742178
"HOK_Q1","POM3_Q1","C","C",147,0.52456258,0.56845702,7.44482391,8.32019107,0.66438356,0.07534247,7.11198e-05,NA,2.064859687
"HOK_Q1","VDM2W_Q1","C","M",83,0.3243698,0.53461187,3.10519,5.69343254,0.7195122,0.03658537,7.02212e-05,NA,1.823467324
"HOK_Q1","VDMLR_Q2","M","C",83,0.38484414,0.52907564,3.77571125,5.61138685,0.70731707,0.02439024,0.0001735687,NA,1.797531395
"HOK_Q1","VNW_Q1","C","M",82,0.61472548,0.59604213,7.014379,6.63944438,0.7037037,0.03703704,0.0002457328,NA,1.963690268
"HOK_Q2","RHH_Q1","C","C",147,0.70249324,0.5989529,11.92689677,9.00660576,0.66438356,0.08219178,7.11198e-05,NA,2.163997036
"HOL_AAHO","1TN_Q1","H","C",187,0.37007744,0.63031891,5.43291536,11.04323451,0.69354839,0.04301075,1.297e-07,NA,2.428190751
"HOL_AAHO","GMW_Q1","H","C",142,0.23862761,0.5413931,2.91783887,7.61903101,0.66666667,0.02836879,7.55439e-05,NA,1.969962871
"HOL_AAHO","HOL_KMBQ","H","H",122,0.32115421,0.5916217,3.73030195,8.03865634,0.75206612,0.0661157,2.93e-08,NA,2.147553454
"HOL_AAHO","HOL_TRRB","H","H",101,0.15842218,0.53383623,1.60448405,6.28155102,0.7,0.04,6.33425e-05,NA,1.861991332
"HOL_AAHO","MMB_Q1","H","M",132,0.31104092,0.50415383,3.74583231,6.65602793,0.67175573,0.02290076,8.43584e-05,NA,1.841512353
"HOL_AAHO","SILL_Q2","H","M",149,0.42391207,0.50935464,5.69404192,7.17628105,0.67567568,0.02027027,1.91675e-05,NA,1.902658425
"HOL_AAHO","VALK_Q2","H","C",167,0.32824051,0.56214478,4.47714285,8.7310052,0.6626506,0.06024096,2.77467e-05,NA,2.0978959
"HOL_AAHO","VEN_Q1","H","C",154,0.36819312,0.58480315,4.89841418,8.88826122,0.68627451,0.04575163,4.0622e-06,NA,2.159903782
"HOL_AAHO","WOS7_Q1","H","C",187,0.37555938,0.53044934,5.52649581,8.51097032,0.67741935,0.03763441,1.3026e-06,NA,2.058965722
"HOL_AAHO","ZWS6_Q1","H","C",187,0.42593547,0.60649226,6.42051679,10.37516872,0.7311828,0.03225806,3e-10,NA,2.375191932
"HOL_BDN2","HOL_TRRB","H","H",276,0.25212658,0.51801188,4.32062739,10.02441978,0.63272727,0.05090909,1.07225e-05,NA,2.153181128
"HOL_GKZB","HOL_KORH","H","H",75,0.01512635,0.53991249,0.13013666,5.48045426,0.75675676,0.01351351,9.9891e-06,NA,1.844714676
"HOL_K9SA","HOL_TMB22","H","H",82,0.28525405,0.51047949,2.67857609,5.30982767,0.71604938,0.03703704,0.0001007042,NA,1.757511637
"HOL_KBMB","068_Q1","H","C",233,0.47670438,0.59602282,8.25986215,11.28160565,0.65517241,0.03017241,2.2783e-06,NA,2.379355795
"HOL_KBMB","ATTO_Q1","H","C",129,0.42399695,0.53126742,5.29664419,7.06686761,0.6796875,0.046875,4.78548e-05,NA,1.917641681
"HOL_KBMB","C4A_Q1","H","C",301,0.38452629,0.59985343,7.21491648,12.96376332,0.70666667,0.03,0,NA,2.602896432
"HOL_KBMB","DMN1_Q3","H","C",216,0.42193594,0.58114223,6.82398016,10.44649406,0.69767442,0.0372093,6.8e-09,NA,2.323466056
"HOL_KBMB","ELT_Q1","H","C",144,0.57837921,0.65341022,8.47840217,10.28565387,0.72727273,0.06293706,5.46e-08,NA,2.409248337
"HOL_KBMB","HOL_LKBB","H","H",207,0.04850783,0.56396851,0.69703889,9.7781986,0.67961165,0.03398058,2.525e-07,NA,2.22140002
"HOL_KBMB","HOL_LKSB","H","H",200,0.2058884,0.51533985,2.96800136,8.46160296,0.65829146,0.03015075,7.9714e-06,NA,2.019791606
"HOL_KBMB","HOL_MBUF","H","H",124,0.72334628,0.63684986,11.61834526,9.12366726,0.72357724,0.02439024,7.079e-07,NA,2.272793826
"HOL_KBMB","HOL_MRBR","H","H",138,0.60437641,0.57469582,8.8791943,8.1895366,0.68613139,0.05109489,1.31722e-05,NA,2.07978087
"HOL_KBMB","HOL_TRRB","H","H",87,0.10765153,0.66912327,1.0041547,8.30115022,0.76744186,0.04651163,7.038e-07,NA,2.266680152
"HOL_KBMB","HOL_TRRS","H","H",251,0.38923802,0.57403907,6.68129946,11.06237782,0.672,0.032,5.35e-08,NA,2.352276852
"HOL_KBMB","HORB3_Q1","H","C",298,0.38362644,0.53010443,7.15904892,10.7558831,0.67003367,0.06397306,4.6e-09,NA,2.27572641
"HOL_KBMB","VALK_Q2","H","C",207,0.26996463,0.5274889,4.02413652,8.88986594,0.64563107,0.05339806,2.90999e-05,NA,2.062106564
"HOL_KBMB","VEN_Q1","H","M",180,0.08255999,0.54456711,1.10836128,8.66255127,0.65921788,0.03351955,2.0408e-05,NA,2.070040117
"HOL_KBMB","VFH_Q2","H","M",313,0.7058059,0.65497035,17.5987082,15.28545998,0.69871795,0.06089744,0,NA,2.882234298
"HOL_KBMB","VIGO_Q1","H","M",61,0.43948951,0.62731437,3.78990228,6.18734296,0.7,0.03333333,0.0019457737,NA,1.946048666
"HOL_KBMB","VNW_Q1","H","C",227,0.36615413,0.53679834,5.91529589,9.54352744,0.67699115,0.05309735,1.029e-07,NA,2.168142234
"HOL_KMBQ","1TN_Q1","H","C",122,0.41902523,0.53535559,5.0764389,6.94333502,0.68595041,0.04132231,4.29686e-05,NA,1.915639502
"HOL_KMBQ","HOL_AAHO","H","H",122,0.32115421,0.5916217,3.73030195,8.03865634,0.75206612,0.0661157,2.93e-08,NA,2.147553454
"HOL_KORB","202_Q1","H","M",188,0.34731964,0.73786133,5.06482621,14.90932975,0.7540107,0.02673797,0,NA,2.982805005
"HOL_KORB","HOL_MB253","H","H",105,0.59283562,0.61064645,7.50724497,7.82593561,0.70192308,0.02884615,3.81448e-05,NA,2.095163091
"HOL_KORB","HOL_TATE","H","H",138,0.44058787,0.51071452,5.74456306,6.92748028,0.68613139,0.00729927,1.31722e-05,NA,1.889593938
"HOL_KORH","587_Q1","H","M",85,0.50563261,0.54119604,5.37143481,5.86342174,0.70238095,0.01190476,0.0002075016,NA,1.829919164
"HOL_KORH","DMN1_Q3","H","C",85,0.3648641,0.56489182,3.59163948,6.23682485,0.70238095,0.04761905,0.0002075016,NA,1.890955255
"HOL_KORH","HOL_GKZB","H","H",75,0.01512635,0.53991249,0.13013666,5.48045426,0.75675676,0.01351351,9.9891e-06,NA,1.844714676
"HOL_KORH","HOL_LKBB","H","H",85,0.17696173,0.57718757,1.6478885,6.43932685,0.71428571,0,8.5683e-05,NA,1.935405965
"HOL_KORH","WOS7_Q1","H","C",85,0.32938441,0.54944783,3.19727924,5.99107134,0.71428571,0,8.5683e-05,NA,1.862840674
"HOL_KORH","ZWS6_Q1","H","M",85,0.44861616,0.52542421,4.60056189,5.62601667,0.70238095,0.02380952,0.0002075016,NA,1.790406827
"HOL_LKBB","068_Q1","H","C",178,0.38812141,0.60034059,5.60283563,9.95870356,0.67231638,0.02824859,4.539e-06,NA,2.268527326
"HOL_LKBB","C4A_Q1","H","C",207,0.34217164,0.59320856,5.22657627,10.55023475,0.6407767,0.04368932,5.32121e-05,NA,2.289008735
"HOL_LKBB","DMN1_Q3","H","C",162,0.35813468,0.53569279,4.86705148,8.02455401,0.68944099,0.04347826,1.5285e-06,NA,2.027589181
"HOL_LKBB","HOL_KBMB","H","H",207,0.04850783,0.56396851,0.69703889,9.7781986,0.67961165,0.03398058,2.525e-07,NA,2.22140002
"HOL_LKBB","HOL_KORH","H","H",85,0.17696173,0.57718757,1.6478885,6.43932685,0.71428571,0,8.5683e-05,NA,1.935405965
"HOL_LKBB","HOL_LKSB","H","H",169,0.65385537,0.65810056,11.20105094,11.29525042,0.67857143,0.04166667,3.6726e-06,NA,2.466197032
"HOL_LKBB","HOL_MBRU","H","H",100,0.64967054,0.68243278,8.50303237,9.24243121,0.72727273,0.02020202,6.1064e-06,NA,2.333948631
"HOL_LKBB","HOL_MBUF","H","H",55,0.68913312,0.58586584,6.9884495,5.26298772,0.75925926,0.03703704,0.0001387885,NA,1.871423872
"HOL_LKBB","HOL_MRBR","H","H",73,0.68651544,0.64394581,8.01149035,7.09213013,0.73611111,0.05555556,6.15109e-05,NA,2.089269933
"HOL_LKBB","VFH_Q1","H","C",176,0.33804079,0.54211927,4.75157768,8.51009294,0.68,0.03428571,1.9135e-06,NA,2.073128564
"HOL_LKBB","VFH_Q2","H","M",207,0.71927609,0.62458058,14.85992844,11.45081543,0.68932039,0.07281553,5.49e-08,NA,2.458982513
"HOL_LKSB","068_Q1","H","C",200,0.42274766,0.52051901,6.58053125,8.57803006,0.65326633,0.04522613,1.53103e-05,NA,2.031588346
"HOL_LKSB","195_Q1","H","M",103,0.47894704,0.61410161,5.51023767,7.8198605,0.70588235,0.04901961,3.20176e-05,NA,2.10197001
"HOL_LKSB","587_Q1","H","M",200,0.59848897,0.5166212,10.53850802,8.49028876,0.67336683,0.05025126,1.0018e-06,NA,2.039016906
"HOL_LKSB","C4A_Q1","H","M",200,0.43906048,0.55154319,6.89371533,9.30400384,0.65829146,0.04522613,7.9714e-06,NA,2.140235034
"HOL_LKSB","DMN1_Q3","H","C",193,0.38265189,0.50347483,5.73895726,8.05333435,0.66666667,0.04166667,3.8596e-06,NA,1.975474935
"HOL_LKSB","HOL_KBMB","H","H",200,0.2058884,0.51533985,2.96800136,8.46160296,0.65829146,0.03015075,7.9714e-06,NA,2.019791606
"HOL_LKSB","HOL_LKBB","H","H",169,0.65385537,0.65810056,11.20105094,11.29525042,0.67857143,0.04166667,3.6726e-06,NA,2.466197032
"HOL_LKSB","HOL_MRBR","H","H",104,0.41136567,0.63087496,4.58040725,8.21194982,0.73786408,0.05825243,1.3783e-06,NA,2.189934022
"HOL_LKSB","VFH_Q2","H","C",200,0.44616771,0.5739502,7.0327667,9.86236636,0.69849246,0.06030151,2.14e-08,NA,2.258679296
"HOL_LKSB","VNW_Q1","H","C",178,0.35234831,0.54194674,5.00891648,8.55500491,0.65536723,0.05084746,3.56421e-05,NA,2.052814461
"HOL_LKSB","WOS7_Q1","H","C",200,0.39816672,0.52753825,6.12313619,8.7379022,0.65326633,0.02512563,1.53103e-05,NA,2.0545948
"HOL_LKSH","068_Q2","H","M",207,0.72040275,0.55488063,14.90827718,9.54969987,0.65048544,0.03398058,1.5621e-05,NA,2.160336057
"HOL_LKSH","HOL_TMB21","H","H",66,0.37739504,0.50025538,3.28561987,4.62194842,0.72307692,0.03076923,0.0003218994,NA,1.685527142
